iter	RMSE
194	0.30046491
195	0.3000938072
196	0.299849997
197	0.2997236337
198	0.2992804818
199	0.2991692764
200	0.2987546418
201	0.2986738332
202	0.2983424394
203	0.2982203576
204	0.2978316779
205	0.29747098
206	0.297284049
207	0.296862838
208	0.2967959311
209	0.2964932376
210	0.2961718528
211	0.2957712638
212	0.295684516
213	0.2955739991
214	0.2952539863
215	0.2947991278
216	0.2947097742
217	0.2943971716
218	0.2940406594
219	0.2938610522
220	0.2938104504
221	0.2937377897
222	0.2934645487
223	0.2930562332
224	0.2928346823
225	0.2923553384
226	0.2919092565
227	0.2917778533
228	0.2913605145
229	0.2910647155
230	0.2909625186
231	0.2906171076
232	0.2901705254
233	0.2897815694
234	0.2895667905
235	0.2894049049
236	0.2890279967
237	0.2888713643
238	0.2881582126
239	0.2877870469
240	0.2874234986
241	0.2870895266
242	0.2867778289
243	0.286516988
244	0.2863146555
245	0.2861149633
246	0.2855760148
247	0.2854284215
248	0.2851987335
249	0.2848910298
250	0.2845373989
251	0.284348826
252	0.2840655999
253	0.2835732337
254	0.2830430559
255	0.2829250371
256	0.2827120508
257	0.2823569248
258	0.2822570053
259	0.2819427266
260	0.2816194593
261	0.2814216975
262	0.2813110166
263	0.2811743267
264	0.2808502094
265	0.2804222194
266	0.2800997124
267	0.2798831117
268	0.2797290618
269	0.2794231193
270	0.2793193345
271	0.2789813484
272	0.2787915084
273	0.278515452
274	0.2781745949
275	0.2780989267
276	0.2779307958
277	0.2776737557
278	0.2775415192
279	0.2773901326
280	0.2770559964
281	0.2766647096
282	0.2765774421
283	0.2764423015
284	0.2762797133
285	0.2760953863
286	0.2757769903
287	0.2756057984
288	0.2754323855
289	0.27517598
290	0.2750917244
291	0.274932304
292	0.2745723465
293	0.2742748517
294	0.2740168483
295	0.273719549
296	0.273539128
297	0.2734201858
298	0.2732209821
299	0.2728842056
300	0.272592756
301	0.2723222735
302	0.2722123678
303	0.2719485854
304	0.2716943829
305	0.2712659221
306	0.2707420612
307	0.2705956914
308	0.2704683542
309	0.2701913229
310	0.2700605238
311	0.2698230634
312	0.2697029937
313	0.2696143326
314	0.2694496347
315	0.2693332414
316	0.268984832
317	0.2687054534
318	0.2682142387
319	0.2679695492
320	0.2678208449
321	0.2675216762
322	0.267034699
323	0.2669497687
324	0.2666938167
325	0.2664285477
326	0.2662728114
327	0.2661535362
328	0.2661181605
329	0.2656728892
330	0.2654307953
331	0.2652881534
332	0.2651087689
333	0.2647724545
334	0.2645476225
335	0.2643234062
336	0.2642418358
337	0.263930384
338	0.2634354331
339	0.2633330357
340	0.2630736079
341	0.2630191506
342	0.2627304648
343	0.2622654477
344	0.2619079988
345	0.2616466323
346	0.2615473755
347	0.2612417213
348	0.2609817001
349	0.2608715653
350	0.2606926745
351	0.26046516
352	0.2603881658
353	0.2603372573
354	0.2601021381
355	0.2600209295
356	0.2597964856
357	0.2595811648
358	0.2594441952
359	0.2593144268
360	0.2592341764
361	0.2591624724
362	0.258958916
363	0.2588808541
364	0.2586731751
365	0.2584771349
366	0.2583987306
367	0.2581643245
368	0.257832246
369	0.2578032807
370	0.2577311145
371	0.2576986883
372	0.2573989748
373	0.25707055
374	0.2568523434
375	0.2566569576
376	0.2565836281
377	0.2564075118
378	0.25625852
379	0.2560186075
380	0.2557932316
381	0.2556005959
382	0.2555275109
383	0.2554552526
384	0.2551637061
385	0.2550639365
386	0.2548464314
387	0.2546321703
388	0.2545620293
389	0.2545181847
390	0.2542726746
391	0.2539859973
392	0.2537598098
393	0.25370387
394	0.2534567085
395	0.2532757021
396	0.2530995286
397	0.2529236389
398	0.2528253509
399	0.2526040434
400	0.2523689848
401	0.2521833551
402	0.2520412473
403	0.2519359855
404	0.2518629022
405	0.2518176826
406	0.2515843597
407	0.2511959914
408	0.2510466697
409	0.2509327377
410	0.2505584259
411	0.2504247518
412	0.2502645049
413	0.2499597609
414	0.2497724297
415	0.2496710099
416	0.2495300077
417	0.2493322954
418	0.2490070766
419	0.2488145118
420	0.2485763548
421	0.2484695038
422	0.2482677565
423	0.2481607931
424	0.2479400522
425	0.2478377119
426	0.2477418078
427	0.2476478888
428	0.2473730734
429	0.2471205766
430	0.2468214742
431	0.2467497282
432	0.2465667191
433	0.246518105
434	0.2464238524
435	0.2462468027
436	0.2461677858
437	0.2461248863
438	0.2459608704
439	0.2458821784
440	0.2457674617
441	0.2454935753
442	0.2453146933
443	0.2452447557
444	0.2449564629
445	0.2446997457
446	0.2445340776
447	0.2443760649
448	0.2442898225
449	0.2441313307
450	0.2440123467
451	0.2437988172
452	0.2435612153
453	0.2434709006
454	0.2433756904
455	0.2432428453
456	0.2429763134
457	0.2427708944
458	0.2425131632
459	0.2424260342
460	0.242241233
461	0.2421758669
462	0.2420404546
463	0.241837085
464	0.241608017
465	0.2415335146
466	0.2412077282
467	0.2411300325
468	0.2409905129
469	0.2409292862
470	0.2408219282
471	0.2407639783
472	0.2406158487
473	0.24055296
474	0.240440569
475	0.2402680297
476	0.239969671
477	0.2397925989
478	0.2397461855
479	0.2396243996
480	0.2394414405
481	0.2391542566
482	0.2389858129
483	0.2389233886
484	0.2387471468
485	0.2385742985
486	0.2383670506
487	0.2383412327
488	0.2382989199
489	0.2378949632
490	0.2378119153
491	0.2376496483
492	0.2374099614
493	0.2372454473
494	0.2371452451
495	0.2371087747
496	0.2368031902
497	0.2367008521
498	0.2366477608
499	0.2365696218
500	0.2364354338
501	0.236221861
502	0.2360319015
503	0.2359906583
504	0.2359504613
505	0.2357998539
506	0.2357373033
507	0.2356266929
508	0.2355893342
509	0.2355149864
510	0.2353621142
511	0.2352409269
512	0.2351211608
513	0.2349446283
514	0.2346393701
515	0.2345453889
516	0.234464705
517	0.234354151
518	0.2342569079
519	0.2341993503
520	0.2340246901
521	0.2339583754
522	0.2337762022
523	0.2335944597
524	0.2333470563
525	0.2332664444
526	0.2331469309
527	0.2329458217
528	0.2327848584
529	0.2325622503
530	0.2324577082
531	0.2323174247
532	0.2321099946
533	0.2320001669
534	0.2318060074
535	0.2317491718
536	0.2315870057
537	0.2313118232
538	0.2312365637
539	0.2311093631
540	0.2310388584
541	0.2309268206
542	0.2308016914
543	0.2306977658
544	0.2306073204
545	0.2305346356
546	0.2304704652
547	0.230208422
548	0.2299632513
549	0.2297742651
550	0.2296093499
551	0.2295238393
552	0.2293804249
553	0.2291378412
554	0.2289114254
555	0.228759083
556	0.2286805628
557	0.2284918228
558	0.228418506
559	0.2283167588
560	0.2280931818
561	0.2278523746
562	0.2277425918
563	0.2274958935
564	0.2274182315
565	0.2273003458
566	0.2272540505
567	0.2271854982
568	0.227148268
569	0.2269814615
570	0.2267904638
571	0.2266881587
572	0.2266153426
573	0.2265277626
574	0.2264913539
575	0.2264592096
576	0.226413897
577	0.2263824058
578	0.2263677857
579	0.2262207573
580	0.2260485709
581	0.2259563345
582	0.2258025735
583	0.2255447998
584	0.2254828616
585	0.2254686018
586	0.2254043058
587	0.2252480541
588	0.22520695
589	0.2251151437
590	0.2250823284
591	0.225057768
592	0.2248862357
593	0.2248619895
594	0.2246538055
595	0.2246479352
596	0.2245798637
597	0.2245014654
598	0.2243702802
599	0.2242747692
600	0.224178243
601	0.2239683105
602	0.2238154526
603	0.2237350233
604	0.223697917
605	0.2236664511
606	0.2235100721
607	0.2234527881
608	0.2232979315
609	0.2229987481
610	0.222929712
611	0.2227267459
612	0.2226965471
613	0.2226257654
614	0.2225967057
615	0.2225685347
616	0.2224224947
617	0.2223827222
618	0.2221360749
619	0.2221054754
620	0.2220278338
621	0.221954296
622	0.2218421331
623	0.2217764995
624	0.221587238
625	0.2215620482
626	0.2215078429
627	0.2214787701
628	0.2213606329
629	0.2211950117
630	0.2209602259
631	0.2207782393
632	0.220557239
633	0.2203780646
634	0.2202052003
635	0.2200430583
636	0.2198986502
637	0.2195866043
638	0.2193892992
639	0.2192381287
640	0.2191576344
641	0.218961003
642	0.2187877214
643	0.2187123731
644	0.2186761147
645	0.218514992
646	0.2184383761
647	0.2183246029
648	0.2182644906
649	0.2182041877
650	0.2181409423
651	0.2179798694
652	0.2177952099
653	0.2176236758
654	0.2175660693
655	0.2175478759
656	0.2175119179
657	0.2174964709
658	0.2172869509
659	0.2171533622
660	0.2169470776
661	0.2168159076
662	0.2166649121
663	0.2165527304
664	0.2163913414
665	0.2162562708
666	0.2160499029
667	0.2160014412
668	0.2159769071
669	0.2159276491
670	0.2158349494
671	0.2157555198
672	0.2156028074
673	0.2154845644
674	0.2154583029
675	0.215291224
676	0.2151545528
677	0.2151488406
678	0.2150209233
679	0.2148252519
680	0.2146942902
681	0.214611076
682	0.2145583569
683	0.2145511634
684	0.2144945698
685	0.2144412503
686	0.2143639892
687	0.2143407665
688	0.2142857642
689	0.2141645612
690	0.2141012809
691	0.2140166136
692	0.213852956
693	0.2137324757
694	0.2137249588
695	0.2137023281
696	0.2136544794
697	0.2136327557
698	0.2135715854
699	0.2132947327
700	0.2132088872
701	0.2131593359
702	0.2131345131
703	0.2129986506
704	0.2129557973
705	0.2129148029
706	0.2128889883
707	0.2127752889
708	0.212742783
709	0.2126060419
710	0.2125986065
711	0.2124446947
712	0.2124039767
713	0.2123196751
714	0.2122550017
715	0.2122320415
716	0.2121477087
717	0.2120438196
718	0.2119484497
719	0.2118646172
720	0.2118441185
721	0.2117499687
722	0.211729891
723	0.2116009025
724	0.2115518669
725	0.2115218892
726	0.2114577755
727	0.2114121474
728	0.211250615
729	0.2111735161
730	0.2110265493
731	0.2109421845
732	0.2108508353
733	0.2107106376
734	0.2106599262
735	0.210550848
736	0.2105088673
737	0.2103976642
738	0.2101977446
739	0.2100283728
740	0.2100090975
741	0.2098424789
742	0.2098004414
743	0.20978107
744	0.2097443434
745	0.2096892625
746	0.2096684444
747	0.2096408031
748	0.209423693
749	0.2092799264
750	0.2091759888
751	0.2091192123
752	0.2090458106
753	0.2089347817
754	0.2088034912
755	0.2087487079
756	0.2085899579
757	0.2084031734
758	0.208332561
759	0.2082789704
760	0.2082467394
761	0.2082425186
762	0.2080894551
763	0.2080224906
764	0.2079079351
765	0.2078370814
766	0.207751492
767	0.207672564
768	0.2075939329
769	0.2075179111
770	0.2074466155
771	0.2073382227
772	0.2072860205
773	0.2072066285
774	0.2071284316
775	0.2071155009
776	0.2069646042
777	0.206892049
778	0.2068513223
779	0.2067465802
780	0.2066381381
781	0.2065430083
782	0.2064522938
783	0.2063385904
784	0.2062645252
785	0.2062367333
786	0.2062147853
787	0.2061734498
788	0.2060130627
789	0.2060070476
790	0.2058835182
791	0.2058455018
792	0.2057744815
793	0.2056212443
794	0.205559815
795	0.2055355093
796	0.2054719805
797	0.20538943
798	0.205361198
799	0.2053570223
800	0.205297569
801	0.2052258132
802	0.2050936781
803	0.204998281
804	0.2049553475
805	0.2048645717
806	0.2048172612
807	0.2047309301
808	0.2046923726
809	0.2046103007
810	0.2045514739
811	0.2044717951
812	0.2043293115
813	0.204271802
814	0.2042148002
815	0.2041664448
816	0.2040129512
817	0.2039494396
818	0.2039115757
819	0.2036716663
820	0.2035561757
821	0.2035272604
822	0.2034826545
823	0.2034503932
824	0.2034200465
825	0.2033865916
826	0.2033150908
827	0.2032041001
828	0.2029828257
829	0.2028741751
830	0.2028310672
831	0.2027370005
832	0.2026700703
833	0.2026468213
834	0.2026293898
835	0.202589945
836	0.2025121026
837	0.2024161851
838	0.2023419325
839	0.2023249344
840	0.2022924484
841	0.2022442607
842	0.2022283804
843	0.2021983697
844	0.2021470738
845	0.2019196729
846	0.2018049657
847	0.2017894472
848	0.201652223
849	0.2016375629
850	0.2014364157
851	0.201290844
852	0.2012494829
853	0.2012175776
854	0.2011163797
855	0.2010995517
856	0.2009067167
857	0.2007293425
858	0.2006696594
859	0.2005258749
860	0.2005116515
861	0.2004123532
862	0.2003720837
863	0.2003573545
864	0.2002371275
865	0.2002200357
866	0.2001789149
867	0.2001383237
868	0.2000650848
869	0.2000502339
870	0.1999600974
871	0.1998615033
872	0.1998483952
873	0.1997328866
874	0.1996939127
875	0.1996775147
876	0.1995459898
877	0.1995200634
878	0.1995156754
879	0.1994564116
880	0.1994326645
881	0.1993646423
882	0.1993398111
883	0.1993116353
884	0.199203322
885	0.1991613418
886	0.1991334112
887	0.1991147002
888	0.1989567645
889	0.1989305716
890	0.1988998055
891	0.1987766526
892	0.198740713
893	0.1985905106
894	0.1985489569
895	0.1985054605
896	0.1984609419
897	0.1984265831
898	0.1984222571
899	0.1983765758
900	0.1983464385
901	0.1983382564
902	0.1983239824
903	0.1982298778
904	0.1981713289
905	0.1980254059
906	0.1979270477
907	0.1979063122
908	0.1977335972
909	0.1977249527
910	0.1977168535
911	0.1976897816
912	0.1976009968
913	0.1975767565
914	0.1975608275
915	0.1975366321
916	0.197528692
917	0.1975118928
918	0.197498978
919	0.1974591882
920	0.1974395505
921	0.1973070886
922	0.1972177953
923	0.1971108161
924	0.1970912825
925	0.1970160005
926	0.1970015176
927	0.1969858761
928	0.1969732073
929	0.1968482532
930	0.1967961058
931	0.196788343
932	0.1967377607
933	0.1965448921
934	0.1965239677
935	0.1965115388
936	0.1963989015
937	0.1963603218
938	0.1963526609
939	0.1963451051
940	0.1963017566
941	0.1962897075
942	0.1962244181
943	0.1960766318
944	0.1960415092
945	0.1958789601
946	0.1957990236
947	0.1957872958
948	0.1957649957
949	0.1956903594
950	0.1956764239
951	0.1956251845
952	0.195605069
953	0.1955480269
954	0.1955321611
955	0.1955167117
956	0.1953959821
957	0.1953367092
958	0.1953110223
959	0.1952931937
960	0.1951763547
961	0.1951490874
962	0.1951231108
963	0.1950311739
964	0.1949921381
965	0.1948584103
966	0.1948366847
967	0.1947921424
968	0.1947767697
969	0.1947543264
970	0.1947469083
971	0.1946955397
972	0.1946103862
973	0.1945655017
974	0.1945124178
975	0.1943683243
976	0.1943609688
977	0.1942751566
978	0.194261688
979	0.1942333232
980	0.1942260655
981	0.1942189007
982	0.1941375202
983	0.194039837
984	0.1940092543
985	0.1939539602
986	0.1939468765
987	0.193913673
988	0.1939007788
989	0.1938876633
990	0.1938552368
991	0.1937756797
992	0.1937105547
993	0.1936302905
994	0.1936232963
995	0.1935552768
996	0.1935356686
997	0.1934906641
998	0.193469781
999	0.1934628716
1000	0.1934099182
1001	0.193403101
1002	0.1933295434
1003	0.19330016
1004	0.1932934335
1005	0.1932372907
1006	0.1931580368
1007	0.1930519946
1008	0.1929984583
1009	0.1929918496
1010	0.1929091918
1011	0.1929026798
1012	0.1928903156
1013	0.1927305717
1014	0.1926463812
1015	0.1926332303
1016	0.1926204765
1017	0.1925440869
1018	0.1924472858
1019	0.1924323443
1020	0.1924202075
1021	0.1923635899
1022	0.1923571275
1023	0.1923330235
1024	0.19229685
1025	0.1922409311
1026	0.1922345359
1027	0.1921689058
1028	0.1921543594
1029	0.192132683
1030	0.1921183011
1031	0.1920939154
1032	0.1920875975
1033	0.1920027185
1034	0.1919834643
1035	0.1919124562
1036	0.1918384164
1037	0.1918264795
1038	0.1918060007
1039	0.1917996881
1040	0.1917089036
1041	0.1916251425
1042	0.1914994011
1043	0.1914931934
1044	0.1914722001
1045	0.1914579971
1046	0.1914372893
1047	0.1913248314
1048	0.1913063187
1049	0.1911977671
1050	0.1910783631
1051	0.1910722317
1052	0.1909893842
1053	0.1908442077
1054	0.1908322912
1055	0.1908016722
1056	0.1907788942
1057	0.1907476433
1058	0.1907353712
1059	0.1907168607
1060	0.1906529365
1061	0.1905483324
1062	0.1905289364
1063	0.1905143378
1064	0.190400446
1065	0.190386062
1066	0.1903053199
1067	0.1902373236
1068	0.1902246709
1069	0.190214683
1070	0.1901665338
1071	0.1901545271
1072	0.1900654254
1073	0.1899283545
1074	0.1899143812
1075	0.1898330627
1076	0.189799106
1077	0.1897221382
1078	0.1897086822
1079	0.1895845403
1080	0.1895134471
1081	0.1895087822
1082	0.1894367911
1083	0.1894084086
1084	0.1893970451
1085	0.1893321906
1086	0.1893187757
1087	0.1892350157
1088	0.1892161137
1089	0.1890857305
1090	0.1889983304
1091	0.1889253584
1092	0.1888715534
1093	0.1888654397
1094	0.188859403
1095	0.1887890193
1096	0.1886703937
1097	0.188657095
1098	0.1885591392
1099	0.1884897446
1100	0.1883905633
1101	0.1883793805
1102	0.1883657536
1103	0.1883555752
1104	0.1883422158
1105	0.1881562326
1106	0.1881502328
1107	0.1881392655
1108	0.1881284624
1109	0.1881186397
1110	0.1880546695
1111	0.1880180547
1112	0.1880001507
1113	0.1879815443
1114	0.1878973833
1115	0.1878914596
1116	0.1878159888
1117	0.1878101291
1118	0.1878046841
1119	0.1877569724
1120	0.1877465892
1121	0.1875967461
1122	0.1875922719
1123	0.1875888954
1124	0.1875177062
1125	0.1875063047
1126	0.1875005201
1127	0.1874976211
1128	0.1874445937
1129	0.1873901446
1130	0.1873256529
1131	0.187315058
1132	0.1873096773
1133	0.1872992921
1134	0.1872941336
1135	0.1872889836
1136	0.187175567
1137	0.1871221239
1138	0.1870859094
1139	0.1869510975
1140	0.1868722272
1141	0.1867916789
1142	0.1867325011
1143	0.1866242125
1144	0.1865798942
1145	0.1864133361
1146	0.1862964937
1147	0.1861957529
1148	0.1861649178
1149	0.1861097002
1150	0.1861045759
1151	0.1860969935
1152	0.1860306892
1153	0.1859206028
1154	0.1858653065
1155	0.1858113356
1156	0.1858063608
1157	0.185705868
1158	0.1856135008
1159	0.1854912117
1160	0.1853650756
1161	0.1852816462
1162	0.1852286276
1163	0.1852256538
1164	0.1852155812
1165	0.1851378142
1166	0.1850200885
1167	0.1849519558
1168	0.1849416979
1169	0.1849028595
1170	0.1848421301
1171	0.1848390694
1172	0.1848292736
1173	0.1846949453
1174	0.1846044168
1175	0.1845986333
1176	0.1844943947
1177	0.1844498898
1178	0.1843986774
1179	0.1843687451
1180	0.1842737156
1181	0.1842487067
1182	0.1842233984
1183	0.1842176518
1184	0.1840742165
1185	0.1839684305
1186	0.1839479949
1187	0.1838118269
1188	0.1838061213
1189	0.1837964787
1190	0.1837548809
1191	0.1836776264
1192	0.1836719662
1193	0.1836614042
1194	0.1836558196
1195	0.1836443181
1196	0.1834892504
1197	0.1834371156
1198	0.1834266118
1199	0.1833389807
1200	0.1832640571
1201	0.1832431314
1202	0.1831389194
1203	0.1831213287
1204	0.1830743859
1205	0.1829981782
1206	0.1829390709
1207	0.1828325026
1208	0.182806479
1209	0.1828009532
1210	0.1827300895
1211	0.1826284821
1212	0.182572792
1213	0.1825637686
1214	0.1824975373
1215	0.1824885924
1216	0.1824769823
1217	0.1824741773
1218	0.1824452442
1219	0.1823346675
1220	0.1823297887
1221	0.1823082728
1222	0.1823036137
1223	0.1822019679
1224	0.1821930686
1225	0.1821875861
1226	0.1821829855
1227	0.1820734797
1228	0.1820680584
1229	0.1820633494
1230	0.1820535034
1231	0.1820004254
1232	0.1819808743
1233	0.1819441429
1234	0.1819296128
1235	0.1818778968
1236	0.1818725657
1237	0.1818067708
1238	0.1817303895
1239	0.1816748883
1240	0.1815639603
1241	0.1815449921
1242	0.1814441548
1243	0.1813815845
1244	0.181357681
1245	0.1813106039
1246	0.1813078483
1247	0.181205378
1248	0.1811352035
1249	0.1811153911
1250	0.1811113166
1251	0.1810131729
1252	0.1809862669
1253	0.1809835366
1254	0.1809135719
1255	0.1808740171
1256	0.1807611256
1257	0.1807253432
1258	0.1807226118
1259	0.1805789134
1260	0.1805139578
1261	0.180495216
1262	0.1804883416
1263	0.180446745
1264	0.180428432
1265	0.1802912731
1266	0.1802731746
1267	0.1801965447
1268	0.1801852993
1269	0.1801659564
1270	0.1801612675
1271	0.1801586066
1272	0.1800650728
1273	0.1799987428
1274	0.1799916846
1275	0.1799322893
1276	0.1798283355
1277	0.1798105529
1278	0.1798079345
1279	0.1797071714
1280	0.1795993949
1281	0.1795775781
1282	0.1795618293
1283	0.1795567431
1284	0.17946405
1285	0.1794509768
1286	0.1793433202
1287	0.1793338151
1288	0.1793286141
1289	0.179267069
1290	0.1792058536
1291	0.1789992389
1292	0.1789192687
1293	0.1789068917
1294	0.178898385
1295	0.1788932228
1296	0.1788827884
1297	0.1788266026
1298	0.1788154859
1299	0.1787359012
1300	0.1787307801
1301	0.178621898
1302	0.1786168332
1303	0.1786074968
1304	0.1785595401
1305	0.1785163725
1306	0.1785138343
1307	0.1785113782
1308	0.1784531381
1309	0.1784360338
1310	0.1784310571
1311	0.1784261387
1312	0.1783937713
1313	0.1783319415
1314	0.1782878208
1315	0.1782199638
1316	0.1781057268
1317	0.1779142818
1318	0.1779039909
1319	0.1778532279
1320	0.177838522
1321	0.1778006285
1322	0.1777006152
1323	0.17768231
1324	0.1776300714
1325	0.1775648536
1326	0.1775624007
1327	0.1775082007
1328	0.177463642
1329	0.1774540165
1330	0.1774132062
1331	0.1772905734
1332	0.1772823177
1333	0.1772572577
1334	0.1772436078
1335	0.1772256485
1336	0.1772175411
1337	0.1771729947
1338	0.1771042703
1339	0.1771018571
1340	0.1770679462
1341	0.1769571586
1342	0.1769469804
1343	0.176922467
1344	0.1769156855
1345	0.1769133178
1346	0.1768268465
1347	0.1767841099
1348	0.1767792512
1349	0.1767712739
1350	0.1767472518
1351	0.1767051466
1352	0.1766610043
1353	0.1766552674
1354	0.1766168487
1355	0.1766089907
1356	0.176600139
1357	0.1764984821
1358	0.1764936837
1359	0.1764686193
1360	0.1764609673
1361	0.1764188552
1362	0.1763246314
1363	0.1763172158
1364	0.1763148774
1365	0.1762409462
1366	0.1761921728
1367	0.1761033878
1368	0.1760119763
1369	0.1759232496
1370	0.1758929433
1371	0.1758906291
1372	0.1758858696
1373	0.1758669486
1374	0.1758376535
1375	0.1758353654
1376	0.1757753779
1377	0.1757653178
1378	0.175719719
1379	0.1756063338
1380	0.1755493958
1381	0.1754953505
1382	0.175431119
1383	0.1753994421
1384	0.1753538034
1385	0.1753023786
1386	0.1752717516
1387	0.1752420929
1388	0.1752398407
1389	0.1752111169
1390	0.1751832964
1391	0.1751563486
1392	0.1750133473
1393	0.1749514604
1394	0.1749492293
1395	0.1749230164
1396	0.1749090592
1397	0.1747584156
1398	0.1747148236
1399	0.1746616307
1400	0.1746526407
1401	0.174615739
1402	0.1745328392
1403	0.1745202461
1404	0.1745180724
1405	0.1744220352
1406	0.1743787928
1407	0.1743405213
1408	0.1743099649
1409	0.1742543814
1410	0.174243514
1411	0.1742163104
1412	0.1742062072
1413	0.1742015092
1414	0.1741113676
1415	0.1740870372
1416	0.1740823961
1417	0.1740326045
1418	0.1738959749
1419	0.1738557828
1420	0.1738470303
1421	0.173791045
1422	0.1737354015
1423	0.1735886734
1424	0.1735492374
1425	0.1735110468
1426	0.1734491772
1427	0.1733981801
1428	0.173393606
1429	0.1733543385
1430	0.1733482566
1431	0.173283728
1432	0.1731994443
1433	0.1731775362
1434	0.1731212281
1435	0.1731166991
1436	0.1730333788
1437	0.1730119556
1438	0.1729882842
1439	0.1729622271
1440	0.1729246082
1441	0.1728098942
1442	0.1727753145
1443	0.1727345606
1444	0.1726477511
1445	0.1725125668
1446	0.1724767858
1447	0.1724119056
1448	0.1723500344
1449	0.1722684452
1450	0.1722321279
1451	0.1721250955
1452	0.1721176556
1453	0.1720785126
1454	0.1720740013
1455	0.1719448381
1456	0.1718614704
1457	0.1717357412
1458	0.171641548
1459	0.1716370841
1460	0.171611842
1461	0.1716033618
1462	0.171598956
1463	0.1715760486
1464	0.1715407757
1465	0.1715335325
1466	0.1715291854
1467	0.1715248903
1468	0.1714566188
1469	0.1713604927
1470	0.1713377541
1471	0.1712982612
1472	0.1712769259
1473	0.171252085
1474	0.1712449376
1475	0.1711709553
1476	0.1711667052
1477	0.1711306333
1478	0.1710524198
1479	0.1710320503
1480	0.1710226873
1481	0.1710096444
1482	0.1709763006
1483	0.1709417896
1484	0.1709188898
1485	0.1708985939
1486	0.1708660033
1487	0.1708332425
1488	0.1707700866
1489	0.1707186303
1490	0.1706228833
1491	0.1704829232
1492	0.17047457
1493	0.1704296471
1494	0.1704077562
1495	0.1703253888
1496	0.1703233749
1497	0.1702386436
1498	0.1701885916
1499	0.1701798419
