STAT_ID,Latitude,Longitude,geometry,sc,ss,su,mt,va,vb,vi,pa,pb,pi,GLC_Artificial,GLC_Managed,GLC_Water,GLC_Aquatic_Veg,GLC_PERC_COV,Popdens_00,Soil_pH,SOC,Soil_wetness
400177,-25.98,26.39,POINT (26.39 -25.98),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,100.0,0.0,6.46,3.69,30.75
400178,-26.04,27.78,POINT (27.78 -26.04),0.0,0.52,0.0,0.39,0.0,0.0,0.0,0.0,0.07,0.0,0.74,0.05,0.0,0.0,100.0,870.46,6.39,3.74,54.16
400179,-25.82,26.43,POINT (26.43 -25.82),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,100.0,0.81,6.46,3.69,30.75
400182,-26.1,27.83,POINT (27.83 -26.1),0.0,0.49,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,1393.28,6.39,3.74,54.16
400183,-25.96,27.81,POINT (27.81 -25.96),0.64,0.0,0.0,0.29,0.0,0.0,0.06,0.0006201691123479,0.0,0.0,0.0,0.34,0.0,0.0,100.0,7.25,6.75,3.95,26.99
400186,-26.4,28.09,POINT (28.09 -26.4),0.43,0.0,0.0,0.56,0.0,0.0010553275288531,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,100.0,853.33,6.46,3.78,59.59
400187,-26.82,27.93,POINT (27.93 -26.82),0.0,0.89,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.44,0.001502404,0.0,100.0,24.5,6.94,3.88,40.36
400194,-33.91,18.88,POINT (18.88 -33.91),0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.01,0.09,0.0,0.0,100.0,78.61,6.85,2.76,63.83
400195,-33.92,18.87,POINT (18.87 -33.92),0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.12,0.1,0.0,0.0,100.0,358.08,6.85,2.76,63.83
400196,-33.92,18.87,POINT (18.87 -33.92),0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.12,0.1,0.0,0.0,100.0,358.08,6.85,2.76,63.83
400197,-33.9,18.84,POINT (18.84 -33.9),0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.01,0.54,0.0,0.0,100.0,277.49,6.85,2.76,63.83
400198,-33.92,18.85,POINT (18.85 -33.92),0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.04,0.52,0.0,0.0,100.0,347.27,6.85,2.76,63.83
400199,-33.94,18.84,POINT (18.84 -33.94),0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.08,0.4,0.0,0.0,100.0,397.88,6.85,2.76,63.83
400200,-33.93,18.82,POINT (18.82 -33.93),0.0,0.0040243897137749,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.55,0.0,0.0,100.0,113.8,6.85,2.76,63.83
400201,-26.84,27.65,POINT (27.65 -26.84),0.0,0.77,0.0,0.0054310062099566,0.0,0.21,0.0,0.0076304865740468,0.0,0.0,0.0,0.36,0.0008,0.0,100.0,4.81,6.98,3.9,37.2
400202,-33.94,18.82,POINT (18.82 -33.94),0.0,0.0035165448582472,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.49,0.0,0.0,100.0,199.24,6.85,2.76,63.83
400203,-33.94,18.82,POINT (18.82 -33.94),0.0,0.0035165448582472,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.49,0.0,0.0,100.0,199.24,6.85,2.76,63.83
400204,-33.97,18.93,POINT (18.93 -33.97),0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.05,0.0,0.0,100.0,9.46,6.77,2.98,62.95
400205,-33.94,18.89,POINT (18.89 -33.94),0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.13,0.0,0.0,100.0,93.85,6.8,2.89,63.36
400206,-33.94,18.83,POINT (18.83 -33.94),0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.07,0.29,0.0,0.0,100.0,362.84,6.83,2.8,63.7
400207,-33.96,18.81,POINT (18.81 -33.96),0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.06,0.32,0.0,0.0,100.0,349.09,6.83,2.8,63.71
400211,-33.32,19.29,POINT (19.29 -33.32),0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.001233553,0.0,100.0,34.84,6.6,3.73,67.99
400212,-33.34,19.29,POINT (19.29 -33.34),0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.001404494,0.0,100.0,46.69,6.58,3.73,69.61
400213,-33.35,19.3,POINT (19.3 -33.35),0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.001396648,0.0,100.0,48.39,6.58,3.73,69.66
400214,-33.36,19.3,POINT (19.3 -33.36),0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.004957933,0.0,100.0,49.22,6.57,3.74,70.98
400215,-33.37,19.32,POINT (19.32 -33.37),0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.005310458,0.0,100.0,62.93,6.57,3.74,71.74
400216,-26.11,27.66,POINT (27.66 -26.11),0.3,0.0079196434029657,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.008101852,0.0,100.0,455.76,6.39,3.74,54.16
400217,-24.89,28.29,POINT (28.29 -24.89),0.0,0.98,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.31,0.0,0.0,100.0,133.12,6.74,2.89,30.24
400218,-25.21,28.29,POINT (28.29 -25.21),0.0,0.29,0.0,0.08,0.14,0.08,0.04,0.05,0.01,0.07,0.12,0.35,0.004701328,0.0,100.0,324.66,6.57,3.55,33.69
400220,-33.38,19.33,POINT (19.33 -33.38),0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.002358491,0.0,100.0,9.85,6.58,3.74,69.99
400224,-33.32,19.41,POINT (19.41 -33.32),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,100.0,9.27,6.69,3.71,57.02
400226,-24.37,30.66,POINT (30.66 -24.37),0.03,0.38,0.0,0.03,0.06,0.11,0.0044368631673157,0.17,0.13,0.0,0.005743092,0.36,0.004499319,0.0,100.0,57.12,6.7,3.64,49.84
400227,-25.17,30.37,POINT (30.37 -25.17),0.0,0.33,0.0,0.0,0.0,0.0008660405548744,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,100.0,9.68,6.19,3.49,68.48
400228,-25.22,30.3,POINT (30.3 -25.22),0.0,0.34,0.0,0.03,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,100.0,2.86,6.19,3.49,68.48
400229,-24.18,30.82,POINT (30.82 -24.18),0.04,0.37,0.0,0.05,0.06,0.1,0.0064225970184981,0.17,0.11,0.0,0.005219789,0.35,0.004165421,0.0,100.0,54.42,6.65,3.69,52.55
400230,-27.01,29.03,POINT (29.03 -27.01),0.0,0.67,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.003180844,0.71,0.005740708,0.0,100.0,21.08,7.1,4.12,72.4
400231,-24.18,30.81,POINT (30.81 -24.18),0.01,0.08,0.0,0.47,0.0,0.11,0.0,0.3,0.0,0.0,0.0,0.2,0.0003837719,0.0,100.0,52.71,6.45,3.96,60.22
400232,-23.97,31.07,POINT (31.07 -23.97),0.01,0.03,0.0,0.36,0.0,0.18,0.04,0.29,0.06,0.0,0.01,0.16,0.000400641,0.0,100.0,61.02,6.5,4.15,37.75
400233,-24.03,31.13,POINT (31.13 -24.03),0.01,0.03,0.0,0.38,0.0,0.17,0.04,0.28,0.06,0.0,0.01,0.16,0.003167695,0.0,100.0,60.03,6.5,4.16,37.1
400234,-24.54,31.03,POINT (31.03 -24.54),0.0003852282831269,0.17,0.0,0.01,0.0,0.0,0.0,0.81,0.0,0.0,0.01,0.22,0.0,0.0,100.0,89.91,5.94,4.36,96.35
400235,-24.4,30.79,POINT (30.79 -24.4),0.26,0.45,0.0,0.1,0.0,0.02,0.04,0.03,0.0,0.0,0.0,0.12,0.001261813,0.0,100.0,19.2,5.92,4.32,99.24
400236,-24.44,30.59,POINT (30.59 -24.44),0.03,0.38,0.0,0.03,0.06,0.11,0.0044644605553561,0.17,0.13,0.0,0.005778938,0.36,0.004527401,0.0,100.0,56.95,6.7,3.64,49.83
400237,-24.43,30.61,POINT (30.61 -24.43),0.03,0.38,0.0,0.03,0.06,0.11,0.0044563333182873,0.17,0.13,0.0,0.0057683,0.36,0.004519067,0.0,100.0,57.08,6.7,3.64,49.85
400238,-24.45,30.6,POINT (30.6 -24.45),0.77,0.02,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,100.0,148.83,6.28,4.23,64.53
400239,-24.72,30.57,POINT (30.57 -24.72),0.0,0.51,0.0,0.0,0.0,0.06,0.14,0.0,0.0,0.0,0.0,0.24,0.001035392,0.0,100.0,3.21,5.97,4.24,100.19
400240,-24.86,30.56,POINT (30.56 -24.86),0.0,0.82,0.0,0.0,0.0,0.01,0.14,0.0,0.0,0.0,0.0,0.2,0.004092262,0.0,100.0,2.82,5.83,4.4,104.38
400241,-24.88,30.75,POINT (30.75 -24.88),0.21,0.71,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,100.0,6.3,5.83,4.37,106.74
400242,-24.9,30.74,POINT (30.74 -24.9),0.19,0.79,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,100.0,5.16,5.82,4.48,99.61
400243,-24.88,30.76,POINT (30.76 -24.88),0.25,0.71,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,100.0,5.67,5.83,4.45,100.95
400244,-25.0,30.49,POINT (30.49 -25),0.0,0.5,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.2,0.0,0.0,100.0,2.27,5.81,4.68,85.81
400245,-24.3,29.56,POINT (29.56 -24.3),0.15,0.06,0.0,0.12,0.0,0.04,0.0,0.61,0.0,0.0,0.0,0.29,0.002068015,0.0,100.0,84.3,6.81,3.81,58.64
400246,-24.53,29.58,POINT (29.58 -24.53),0.0,0.0,0.0,0.03,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.26,0.001866999,0.0,100.0,153.18,6.79,4.29,44.57
400247,-24.77,29.42,POINT (29.42 -24.77),0.01,0.52,0.0,0.01,0.11,0.1,0.0041826686325439,0.17,0.02,0.0,0.009241729,0.45,0.007430403,0.0,100.0,60.57,6.73,3.58,42.8
400248,-25.46,30.95,POINT (30.95 -25.46),0.0022124409721649,0.0,0.0,0.01,0.0,0.07,0.02,0.84,0.03,0.0,0.0,0.07,0.0,0.0,100.0,52.48,5.92,4.61,93.27
400249,-24.43,29.74,POINT (29.74 -24.43),0.0,0.0,0.0,0.1,0.0,0.0058238087899246,0.0,0.09,0.79,0.0,0.0,0.23,0.001899696,0.0,100.0,155.99,6.81,4.06,51.64
400250,-24.49,29.56,POINT (29.56 -24.49),0.01,0.47,0.0,0.01,0.09,0.14,0.0037379786273124,0.21,0.02,0.0,0.007528693,0.43,0.00624483,0.0,100.0,58.88,6.73,3.6,39.95
400251,-24.25,29.8,POINT (29.8 -24.25),0.01,0.43,0.0,0.02,0.08,0.13,0.0034327148623856,0.21,0.06,0.0,0.006915643,0.41,0.005831302,0.0,100.0,63.14,6.74,3.62,42.04
400252,-24.4,30.08,POINT (30.08 -24.4),0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.11,0.0,0.0,100.0,96.6,6.67,3.52,74.34
400253,-24.65,30.3,POINT (30.3 -24.65),0.0,0.15,0.0,0.01,0.04,0.05,0.0,0.07,0.63,0.0,0.0,0.32,0.001143035,0.0,100.0,30.87,6.68,3.73,65.04
400254,-24.84,30.08,POINT (30.08 -24.84),0.0,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.18,0.002106742,0.0,100.0,2.18,6.44,3.42,66.36
400255,-24.96,29.95,POINT (29.95 -24.96),0.0,0.2,0.0,0.04,0.0,0.06,0.0,0.03,0.64,0.0,0.0,0.38,0.0,0.0,100.0,3.08,6.3,3.58,66.21
400256,-25.09,29.86,POINT (29.86 -25.09),0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.01,0.92,0.0,0.0,0.23,0.0,0.0,100.0,6.29,6.98,3.98,58.22
400257,-24.9,30.1,POINT (30.1 -24.9),0.0,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.19,0.002445652,0.0,100.0,2.01,6.37,3.44,66.9
400258,-25.06,30.44,POINT (30.44 -25.06),0.0,0.39,0.0,0.0077439206437355,0.0,0.13,0.04,0.0,0.0,0.0,0.04,0.36,0.0002281022,0.0,100.0,30.05,6.1,3.76,72.42
400259,-25.59,30.07,POINT (30.07 -25.59),0.0,0.69,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.68,0.007142857,0.0,100.0,2.11,5.98,3.97,79.58
400260,-25.43,29.85,POINT (29.85 -25.43),0.0,0.34,0.0,0.02,0.11,0.09,0.0,0.07,0.32,0.0,0.0,0.48,0.003012048,0.0,100.0,14.66,6.46,3.86,78.72
400261,-25.39,29.82,POINT (29.82 -25.39),0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.09,0.21,0.0,0.0,0.59,0.001201923,0.0,100.0,5.84,7.04,4.02,57.41
400262,-25.35,29.86,POINT (29.86 -25.35),0.0,0.32,0.0,0.07,0.0,0.45,0.0,0.0,0.14,0.0,0.0,0.44,0.0,0.0,100.0,3.87,6.56,3.73,63.67
400263,-24.71,30.19,POINT (30.19 -24.71),0.0,0.14,0.0,0.01,0.04,0.06,0.0,0.08,0.62,0.0,0.0,0.34,0.001247843,0.0,100.0,28.71,6.67,3.77,65.23
400264,-24.71,30.2,POINT (30.2 -24.71),0.0,0.14,0.0,0.01,0.04,0.06,0.0,0.08,0.62,0.0,0.0,0.34,0.001247843,0.0,100.0,28.71,6.67,3.77,65.23
400265,-25.18,29.93,POINT (29.93 -25.18),0.0,0.0,0.0,0.03,0.0,0.07,0.0,0.0,0.89,0.0,0.0,0.28,0.0,0.0,100.0,6.54,6.92,3.94,59.04
400266,-25.18,29.93,POINT (29.93 -25.18),0.0,0.0,0.0,0.03,0.0,0.07,0.0,0.0,0.89,0.0,0.0,0.28,0.0,0.0,100.0,6.54,6.92,3.94,59.04
400267,-22.89,30.5,POINT (30.5 -22.89),0.0,0.2,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.21,0.002232143,0.0,100.0,335.33,6.45,3.97,96.16
400268,-32.8,27.46,POINT (27.46 -32.8),0.0,0.85,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,100.0,122.98,6.86,3.92,97.53
400272,-33.81,18.78,POINT (18.78 -33.81),0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0001081701367389,0.0,0.0,0.0,0.52,0.0,0.0,100.0,47.98,6.85,2.76,63.83
400273,-33.77,18.72,POINT (18.72 -33.77),0.0,0.99,0.0,0.0,0.0,0.0,0.0,2.7522071279814e-05,0.0,0.0,0.0,0.61,0.0,0.0,100.0,57.04,6.85,2.76,63.83
400274,-33.76,18.71,POINT (18.71 -33.76),0.0,0.98,0.002162900712556,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13,0.6,0.0005122951,0.0,100.0,591.85,6.85,2.76,63.83
400275,-33.71,18.71,POINT (18.71 -33.71),0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.78,0.0,0.0,100.0,29.31,6.85,2.76,63.83
400276,-33.7,18.7,POINT (18.7 -33.7),0.0,0.6,0.0005945661371661,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.03,0.75,0.000133547,0.0,100.0,175.27,6.85,2.76,63.83
400277,-33.8,18.86,POINT (18.86 -33.8),0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.7,0.0,0.0,100.0,97.71,6.85,2.76,63.83
400278,-33.47,18.8,POINT (18.8 -33.47),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.95,0.0,0.0,100.0,12.2,6.84,2.9,58.35
400279,-33.42,18.75,POINT (18.75 -33.42),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.84,0.0,0.0,100.0,18.84,6.83,3.02,53.48
400280,-33.46,18.72,POINT (18.72 -33.46),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.87,0.0,0.0,100.0,28.9,6.83,2.99,54.8
400281,-33.48,18.67,POINT (18.67 -33.48),0.0,0.0,0.0042773475581996,0.0,0.0,0.0,0.0,0.34,0.0,0.0099925851668748,0.0,0.86,0.0,0.0,100.0,70.79,6.83,2.97,55.62
400282,-33.57,18.64,POINT (18.64 -33.57),0.0,0.000322651326651,0.07,0.0,0.0,0.0,0.0,0.3,0.0,0.0085142260526224,0.0,0.85,0.0,0.0,100.0,67.18,6.83,2.94,56.57
400283,-33.67,18.6,POINT (18.6 -33.67),0.0,0.08,0.24,0.0,0.0,0.0,0.0,0.2,0.0,0.0048683353268708,8.741259e-05,0.75,0.0,0.0,100.0,57.83,6.84,2.88,59.34
400284,-33.68,18.61,POINT (18.61 -33.68),0.0,0.1,0.23,0.0,0.0,0.0,0.0,0.2,0.0,0.0047427396816141,8.514986e-05,0.75,0.0,0.0,100.0,56.71,6.84,2.87,59.46
400285,-33.79,18.54,POINT (18.54 -33.79),0.0,0.37,0.13,0.0,0.0,0.0,0.0,0.16,0.0,0.0024976214254253,0.01,0.77,4.486719e-05,0.0,100.0,90.53,6.84,2.82,61.52
400286,-33.55,18.61,POINT (18.61 -33.55),0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.39,0.0,0.0,100.0,39.74,6.84,2.82,61.62
400287,-33.67,18.6,POINT (18.6 -33.67),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,100.0,15.56,6.85,2.76,63.83
400288,-33.83,18.52,POINT (18.52 -33.83),0.0,0.36,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.0023952059648008,0.02,0.75,4.289636e-05,0.0,100.0,91.62,6.84,2.82,61.62
400289,-33.85,18.49,POINT (18.49 -33.85),0.0,0.36,0.18,0.0,0.0,0.0,0.0,0.14,0.0,0.0023400915857913,0.04,0.73,4.191817e-05,0.0,100.0,108.43,6.84,2.82,61.67
400290,-33.97,18.83,POINT (18.83 -33.97),0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.16,0.0,0.0,100.0,97.58,6.8,2.89,63.83
400291,-26.14,27.67,POINT (27.67 -26.14),0.08,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.13,0.0,0.0,100.0,720.68,6.39,3.74,54.16
400292,-25.78,27.76,POINT (27.76 -25.78),0.18,0.56,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.39,0.0,0.0,100.0,13.65,6.75,3.95,26.99
400299,-26.07,27.72,POINT (27.72 -26.07),0.0,0.54,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.02,0.0,0.0,100.0,1184.12,6.39,3.74,54.16
400303,-26.01,27.83,POINT (27.83 -26.01),0.0,0.27,0.0,0.07,0.0,0.0,0.0,0.41,0.24,0.0,0.51,0.17,0.0,0.0,100.0,683.11,6.39,3.74,54.16
400304,-32.94,27.89,POINT (27.89 -32.94),0.0,0.9,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.02,0.27,0.003982301,0.0,100.0,141.1,6.94,3.8,65.87
400305,-32.96,27.91,POINT (27.91 -32.96),0.0,0.9,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.03,0.27,0.003846154,0.0,100.0,149.81,6.94,3.8,65.87
400307,-26.0,27.83,POINT (27.83 -26),0.0,0.27,0.0,0.07,0.0,0.0,0.0,0.41,0.24,0.0,0.51,0.17,0.0,0.0,100.0,683.11,6.39,3.74,54.16
400308,-26.06,27.72,POINT (27.72 -26.06),0.0012016024996159,0.5,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.02,0.0,0.0,100.0,1128.57,6.39,3.74,54.16
400314,-26.51,29.9,POINT (29.9 -26.51),0.0,0.92,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.007164032,0.55,0.01,0.0,100.0,227.29,7.07,4.2,73.13
400315,-26.91,29.87,POINT (29.87 -26.91),0.0,0.66,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.77,0.002163782,0.0,100.0,36.37,7.0,4.07,77.96
400328,-26.77,29.92,POINT (29.92 -26.77),0.0,0.8,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.002315848,0.71,0.006445312,0.0,100.0,8.16,6.65,4.04,74.47
400330,-33.0,27.82,POINT (27.82 -33),0.0,0.78,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.04,0.23,0.008856275,0.0,100.0,316.27,6.86,3.93,100.25
400331,-26.51,29.79,POINT (29.79 -26.51),0.0,0.49,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.77,0.005329458,0.0,100.0,8.27,7.07,4.21,73.26
400338,-32.87,26.89,POINT (26.89 -32.87),0.0,0.93,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.14,0.007424406,0.0,100.0,92.35,7.32,3.71,39.02
400339,-33.18,27.39,POINT (27.39 -33.18),0.0,0.92,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.14,0.003399685,0.0,100.0,59.46,7.13,3.82,71.1
400340,-33.06,27.21,POINT (27.21 -33.06),0.0,0.91,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.15,0.003967342,0.0,100.0,65.68,7.09,3.85,76.52
400341,-32.83,26.99,POINT (26.99 -32.83),0.0,0.78,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.19,0.005043228,0.0,100.0,60.33,6.87,3.96,106.82
400358,-25.65,28.18,POINT (28.18 -25.65),0.13,0.46,0.0,0.0089339749307278,0.0,0.0,0.11,0.0,0.03,0.0,0.88,0.02,0.0,0.0,100.0,1678.39,6.54,3.69,42.55
400359,-25.73,28.17,POINT (28.17 -25.73),0.34,0.52,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,1595.13,6.54,3.69,42.55
400360,-25.56,28.22,POINT (28.22 -25.56),0.09,0.35,0.0,0.01,0.0,0.0,0.07,0.0,0.28,0.0,0.73,0.05,0.003826531,0.0,100.0,1338.12,6.54,3.69,42.55
400361,-25.55,28.24,POINT (28.24 -25.55),0.05,0.27,0.0,0.03,0.0,0.0062021411541678,0.04,0.12,0.34,0.0,0.48,0.17,0.002692998,0.0,100.0,932.53,6.54,3.69,42.55
400363,-25.5,28.24,POINT (28.24 -25.5),0.05,0.25,0.0,0.02,0.0,0.0057214244795042,0.04,0.19,0.32,0.0,0.44,0.2,0.002591211,0.0,100.0,865.78,6.54,3.69,42.2
400365,-25.34,28.27,POINT (28.27 -25.34),0.04,0.28,0.0,0.02,0.0,0.0047818465169563,0.03,0.25,0.26,0.0,0.4,0.24,0.002517361,0.0,100.0,796.12,6.56,3.63,37.67
400366,-25.74,28.14,POINT (28.14 -25.74),0.15,0.66,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.79,0.008254717,0.0,0.0,100.0,2218.77,6.54,3.69,42.55
400370,-27.74,31.02,POINT (31.02 -27.74),0.0,0.99,0.0,0.0,0.0,0.001852955845466,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,100.0,12.07,6.14,4.8,58.57
400371,-27.74,31.02,POINT (31.02 -27.74),0.0,0.99,0.0,0.0,0.0,0.001852955845466,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,100.0,12.07,6.14,4.8,58.57
400372,-27.72,31.02,POINT (31.02 -27.72),0.0,0.99,0.0,0.0,0.0,0.0008699910644333,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,100.0,29.81,6.14,4.8,58.57
400375,-26.55,27.81,POINT (27.81 -26.55),0.0,0.36,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.09,0.14,0.0,0.0,100.0,2224.73,6.51,3.76,47.91
400376,-26.54,27.8,POINT (27.8 -26.54),0.0090030810033891,0.58,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.38,0.001488095,0.0,100.0,287.98,6.44,3.75,51.28
400377,-26.64,27.74,POINT (27.74 -26.64),0.0084497685584463,0.36,0.0,0.0,0.0,0.01,0.29,0.0,0.0,0.0,0.03,0.4,0.003964821,0.0,100.0,618.63,6.54,3.77,46.12
400378,-26.78,30.12,POINT (30.12 -26.78),0.0,0.88,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,100.0,3.79,6.59,4.02,72.03
400381,-28.05,29.95,POINT (29.95 -28.05),0.0,0.94,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.18,0.00122549,0.0,100.0,19.02,6.65,4.18,63.12
400382,-27.18,29.23,POINT (29.23 -27.18),0.0,0.74,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.72,0.001057019,0.0,100.0,4.64,6.92,3.98,79.95
400383,-28.07,29.93,POINT (29.93 -28.07),0.0,0.79,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,100.0,3.27,6.4,4.38,61.75
400384,-28.06,29.84,POINT (29.84 -28.06),0.0,0.89,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,100.0,3.83,6.4,4.38,61.75
400386,-28.04,29.78,POINT (29.78 -28.04),0.0,0.99,0.0,0.0,0.0,0.0014041586897667,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,100.0,4.69,6.42,4.34,65.05
400387,-27.02,30.79,POINT (30.79 -27.02),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.0,100.0,315.82,6.31,4.2,94.49
400392,-27.41,31.12,POINT (31.12 -27.41),0.0,0.28,0.0,0.02,0.0,0.29,0.0,0.38,0.01,0.0,0.0,0.26,0.0001040366,0.0,100.0,29.23,6.46,4.13,86.76
400393,-25.59,28.2,POINT (28.2 -25.59),0.09,0.34,0.0,0.01,0.0,0.0,0.07,0.0,0.29,0.0,0.74,0.04,0.003871681,0.0,100.0,1353.39,6.54,3.69,42.55
400395,-27.72,30.02,POINT (30.02 -27.72),0.0,0.74,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.02,0.26,0.01,0.0,100.0,66.72,6.62,4.12,77.64
