STAT_ID,Latitude,Longitude,geometry
400756,-29.86,30.24,POINT (30.24 -29.86)
400757,-30.0,30.74,POINT (30.74 -30)
400758,-30.39,30.6,POINT (30.6 -30.39)
400759,-30.27,30.69,POINT (30.69 -30.27)
400760,-28.73,29.82,POINT (29.82 -28.73)
400761,-28.89,29.77,POINT (29.77 -28.89)
400762,-28.81,29.54,POINT (29.54 -28.81)
400763,-28.72,29.35,POINT (29.35 -28.72)
400764,-28.72,29.35,POINT (29.35 -28.72)
400765,-28.56,29.75,POINT (29.75 -28.56)
400766,-28.81,29.31,POINT (29.31 -28.81)
400767,-28.63,29.06,POINT (29.06 -28.63)
400768,-28.68,29.51,POINT (29.51 -28.68)
400769,-28.76,29.29,POINT (29.29 -28.76)
400770,-29.21,29.99,POINT (29.99 -29.21)
400771,-29.07,30.24,POINT (30.24 -29.07)
400772,-29.35,29.88,POINT (29.88 -29.35)
400773,-29.25,29.86,POINT (29.86 -29.25)
400774,-29.23,29.78,POINT (29.78 -29.23)
400775,-28.85,30.5,POINT (30.5 -28.85)
400776,-29.16,30.28,POINT (30.28 -29.16)
400777,-28.24,30.5,POINT (30.5 -28.24)
400778,-27.6,29.94,POINT (29.94 -27.6)
400779,-27.84,29.84,POINT (29.84 -27.84)
400780,-27.89,29.95,POINT (29.95 -27.89)
400781,-28.05,30.37,POINT (30.37 -28.05)
400782,-27.95,29.94,POINT (29.94 -27.95)
400783,-27.43,30.06,POINT (30.06 -27.43)
400784,-29.14,31.39,POINT (31.39 -29.14)
400785,-28.75,30.44,POINT (30.44 -28.75)
400786,-28.3,30.14,POINT (30.14 -28.3)
400787,-28.4,30.01,POINT (30.01 -28.4)
400788,-28.23,29.75,POINT (29.75 -28.23)
400789,-28.17,30.07,POINT (30.07 -28.17)
400790,-28.17,30.09,POINT (30.09 -28.17)
400791,-28.21,30.12,POINT (30.12 -28.21)
400792,-28.2,30.13,POINT (30.13 -28.2)
400793,-28.29,30.12,POINT (30.12 -28.29)
400794,-28.3,30.15,POINT (30.15 -28.3)
400795,-28.31,30.12,POINT (30.12 -28.31)
400796,-28.33,30.17,POINT (30.17 -28.33)
400797,-28.45,30.17,POINT (30.17 -28.45)
400798,-28.45,30.17,POINT (30.17 -28.45)
400800,-29.0,29.88,POINT (29.88 -29)
400801,-29.18,29.63,POINT (29.63 -29.18)
400802,-29.18,29.63,POINT (29.63 -29.18)
400803,-29.04,29.85,POINT (29.85 -29.04)
400804,-28.87,31.45,POINT (31.45 -28.87)
400806,-28.74,31.74,POINT (31.74 -28.74)
400807,-28.33,31.37,POINT (31.37 -28.33)
400808,-28.06,31.55,POINT (31.55 -28.06)
400809,-27.89,30.88,POINT (30.88 -27.89)
400810,-28.45,32.14,POINT (32.14 -28.45)
400811,-27.93,31.2,POINT (31.2 -27.93)
400813,-28.46,32.32,POINT (32.32 -28.46)
400814,-27.6,31.95,POINT (31.95 -27.6)
400815,-27.66,32.42,POINT (32.42 -27.66)
400816,-28.33,32.36,POINT (32.36 -28.33)
400817,-28.03,32.35,POINT (32.35 -28.03)
400818,-28.12,32.17,POINT (32.17 -28.12)
400819,-27.69,31.05,POINT (31.05 -27.69)
400820,-27.68,31.22,POINT (31.22 -27.68)
400821,-27.6,31.36,POINT (31.36 -27.6)
400822,-27.71,31.35,POINT (31.35 -27.71)
400823,-27.7,31.43,POINT (31.43 -27.7)
400824,-27.62,31.62,POINT (31.62 -27.62)
400825,-27.73,31.7,POINT (31.7 -27.73)
400826,-27.64,31.77,POINT (31.77 -27.64)
400827,-27.59,31.83,POINT (31.83 -27.59)
400828,-27.6,32.08,POINT (32.08 -27.6)
400829,-27.65,32.4,POINT (32.4 -27.65)
400831,-27.52,30.85,POINT (30.85 -27.52)
400832,-27.36,31.78,POINT (31.78 -27.36)
400833,-26.9,32.32,POINT (32.32 -26.9)
400834,-27.03,32.26,POINT (32.26 -27.03)
400835,-27.41,32.07,POINT (32.07 -27.41)
400836,-26.82,30.72,POINT (30.72 -26.82)
400837,-27.11,30.83,POINT (30.83 -27.11)
400838,-26.48,30.63,POINT (30.63 -26.48)
400839,-27.06,30.99,POINT (30.99 -27.06)
400840,-26.38,30.84,POINT (30.84 -26.38)
400841,-26.51,30.78,POINT (30.78 -26.51)
400842,-26.67,30.7,POINT (30.7 -26.67)
400843,-26.99,30.53,POINT (30.53 -26.99)
400844,-26.03,30.99,POINT (30.99 -26.03)
400845,-25.68,31.78,POINT (31.78 -25.68)
400846,-25.67,31.57,POINT (31.57 -25.67)
400847,-25.94,30.56,POINT (30.56 -25.94)
400848,-25.83,30.4,POINT (30.4 -25.83)
400849,-25.83,30.67,POINT (30.67 -25.83)
400850,-25.83,30.68,POINT (30.68 -25.83)
400851,-26.0,31.07,POINT (31.07 -26)
400852,-25.88,30.62,POINT (30.62 -25.88)
400853,-25.44,31.96,POINT (31.96 -25.44)
400854,-25.43,30.96,POINT (30.96 -25.43)
400855,-25.46,31.1,POINT (31.1 -25.46)
400856,-25.78,30.92,POINT (30.92 -25.78)
400857,-25.6,30.87,POINT (30.87 -25.6)
400858,-25.64,30.27,POINT (30.27 -25.64)
400859,-25.65,30.26,POINT (30.26 -25.65)
400860,-25.44,30.71,POINT (30.71 -25.44)
400861,-25.38,30.7,POINT (30.7 -25.38)
400862,-25.48,30.69,POINT (30.69 -25.48)
400863,-25.36,31.95,POINT (31.95 -25.36)
400864,-25.43,31.63,POINT (31.63 -25.43)
400865,-25.54,31.31,POINT (31.31 -25.54)
400866,-25.72,30.97,POINT (30.97 -25.72)
400867,-25.51,31.22,POINT (31.22 -25.51)
400868,-25.18,30.88,POINT (30.88 -25.18)
400869,-25.43,31.98,POINT (31.98 -25.43)
400870,-25.39,31.61,POINT (31.61 -25.39)
400871,-25.45,31.53,POINT (31.53 -25.45)
400872,-25.27,31.0,POINT (31 -25.27)
400874,-25.35,30.38,POINT (30.38 -25.35)
400875,-25.27,31.25,POINT (31.25 -25.27)
400876,-25.08,30.77,POINT (30.77 -25.08)
400878,-24.99,30.81,POINT (30.81 -24.99)
400879,-25.07,31.13,POINT (31.13 -25.07)
400880,-25.03,31.12,POINT (31.12 -25.03)
400881,-24.76,31.39,POINT (31.39 -24.76)
400882,-24.88,31.09,POINT (31.09 -24.88)
400883,-25.01,31.25,POINT (31.25 -25.01)
400884,-25.13,31.94,POINT (31.94 -25.13)
400885,-22.54,28.89,POINT (28.89 -22.54)
400888,-28.14,26.41,POINT (26.41 -28.14)
400889,-23.7,26.98,POINT (26.98 -23.7)
400890,-33.98,18.95,POINT (18.95 -33.98)
400892,-24.27,28.97,POINT (28.97 -24.27)
400894,-26.18,28.39,POINT (28.39 -26.18)
400895,-26.26,28.48,POINT (28.48 -26.26)
400896,-26.47,28.4,POINT (28.4 -26.47)
400897,-26.19,28.47,POINT (28.47 -26.19)
400898,-26.26,28.5,POINT (28.5 -26.26)
400899,-26.27,28.5,POINT (28.5 -26.27)
400900,-26.29,28.5,POINT (28.5 -26.29)
400901,-26.35,28.51,POINT (28.51 -26.35)
400902,-26.38,28.5,POINT (28.5 -26.38)
400903,-26.43,28.45,POINT (28.45 -26.43)
400904,-26.47,28.42,POINT (28.42 -26.47)
400905,-26.85,28.88,POINT (28.88 -26.85)
400906,-26.97,28.73,POINT (28.73 -26.97)
400907,-26.99,28.72,POINT (28.72 -26.99)
400908,-26.54,29.11,POINT (29.11 -26.54)
400909,-26.54,29.2,POINT (29.2 -26.54)
400910,-26.53,29.24,POINT (29.24 -26.53)
400911,-26.62,29.02,POINT (29.02 -26.62)
400912,-26.58,29.03,POINT (29.03 -26.58)
400913,-26.52,29.15,POINT (29.15 -26.52)
400914,-26.53,29.15,POINT (29.15 -26.53)
400916,-26.7,28.0,POINT (28 -26.7)
400917,-26.68,27.99,POINT (27.99 -26.68)
400918,-26.66,27.98,POINT (27.98 -26.66)
400919,-26.66,27.96,POINT (27.96 -26.66)
400920,-26.67,27.95,POINT (27.95 -26.67)
400921,-26.67,27.94,POINT (27.94 -26.67)
400922,-26.67,27.94,POINT (27.94 -26.67)
400923,-26.68,27.93,POINT (27.93 -26.68)
400924,-26.7,27.89,POINT (27.89 -26.7)
400925,-26.74,27.87,POINT (27.87 -26.74)
400926,-26.75,27.87,POINT (27.87 -26.75)
400927,-26.74,27.87,POINT (27.87 -26.74)
400928,-26.75,27.82,POINT (27.82 -26.75)
400929,-26.74,27.79,POINT (27.79 -26.74)
400930,-26.78,27.76,POINT (27.76 -26.78)
400931,-26.78,27.77,POINT (27.77 -26.78)
400933,-26.79,27.76,POINT (27.76 -26.79)
400934,-26.76,27.73,POINT (27.73 -26.76)
400935,-26.73,27.71,POINT (27.71 -26.73)
400936,-26.36,30.1,POINT (30.1 -26.36)
400937,-26.43,29.93,POINT (29.93 -26.43)
400938,-26.46,29.97,POINT (29.97 -26.46)
400939,-26.57,30.07,POINT (30.07 -26.57)
400940,-26.59,30.09,POINT (30.09 -26.59)
400941,-26.64,30.15,POINT (30.15 -26.64)
400942,-26.85,29.69,POINT (29.69 -26.85)
400943,-26.75,29.54,POINT (29.54 -26.75)
400944,-26.5,29.44,POINT (29.44 -26.5)
400945,-26.52,29.42,POINT (29.42 -26.52)
400946,-26.56,29.44,POINT (29.44 -26.56)
400947,-26.72,29.29,POINT (29.29 -26.72)
400948,-26.85,29.32,POINT (29.32 -26.85)
400949,-27.47,24.93,POINT (24.93 -27.47)
400950,-26.57,29.19,POINT (29.19 -26.57)
400951,-26.53,29.05,POINT (29.05 -26.53)
400952,-26.21,28.47,POINT (28.47 -26.21)
400953,-26.58,29.03,POINT (29.03 -26.58)
400954,-26.49,29.1,POINT (29.1 -26.49)
400955,-26.52,29.07,POINT (29.07 -26.52)
400957,-26.48,29.06,POINT (29.06 -26.48)
400958,-26.95,28.74,POINT (28.74 -26.95)
400959,-26.56,29.15,POINT (29.15 -26.56)
400960,-26.26,28.12,POINT (28.12 -26.26)
400966,-26.66,27.93,POINT (27.93 -26.66)
400968,-25.12,27.95,POINT (27.95 -25.12)
400969,-25.25,27.77,POINT (27.77 -25.25)
400970,-25.43,27.95,POINT (27.95 -25.43)
400971,-25.23,28.14,POINT (28.14 -25.23)
400972,-25.71,31.53,POINT (31.53 -25.71)
400973,-29.24,26.67,POINT (26.67 -29.24)
400974,-29.23,26.68,POINT (26.68 -29.23)
400975,-29.29,26.71,POINT (26.71 -29.29)
400976,-26.98,26.63,POINT (26.63 -26.98)
400979,-33.92,18.85,POINT (18.85 -33.92)
400980,-33.94,18.84,POINT (18.84 -33.94)
400989,-28.7,32.15,POINT (32.15 -28.7)
400990,-28.67,32.02,POINT (32.02 -28.67)
400991,-23.31,30.68,POINT (30.68 -23.31)
400992,-23.32,30.7,POINT (30.7 -23.32)
400993,-28.45,21.26,POINT (21.26 -28.45)
400994,-24.96,31.31,POINT (31.31 -24.96)
400996,-28.4,24.28,POINT (24.28 -28.4)
400997,-27.53,24.82,POINT (24.82 -27.53)
400998,-25.64,27.29,POINT (27.29 -25.64)
400999,-25.76,29.12,POINT (29.12 -25.76)
401000,-25.85,29.13,POINT (29.13 -25.85)
401001,-26.17,28.1,POINT (28.1 -26.17)
401002,-26.09,28.1,POINT (28.1 -26.09)
401003,-26.01,28.05,POINT (28.05 -26.01)
401004,-31.56,18.33,POINT (18.33 -31.56)
401005,-25.38,28.31,POINT (28.31 -25.38)
401007,-25.64,27.77,POINT (27.77 -25.64)
401008,-25.54,27.35,POINT (27.35 -25.54)
401011,-25.77,27.86,POINT (27.86 -25.77)
401013,-28.69,32.01,POINT (32.01 -28.69)
401014,-28.77,31.96,POINT (31.96 -28.77)
401015,-25.72,27.48,POINT (27.48 -25.72)
401016,-25.44,27.86,POINT (27.86 -25.44)
401017,-25.13,27.69,POINT (27.69 -25.13)
401020,-26.32,27.89,POINT (27.89 -26.32)
401021,-26.33,27.9,POINT (27.9 -26.33)
401022,-31.48,28.54,POINT (28.54 -31.48)
401023,-32.22,28.19,POINT (28.19 -32.22)
401024,-32.34,27.82,POINT (27.82 -32.34)
401026,-33.93,18.67,POINT (18.67 -33.93)
401027,-33.47,18.7,POINT (18.7 -33.47)
401028,-33.89,19.09,POINT (19.09 -33.89)
401029,-33.85,18.49,POINT (18.49 -33.85)
401030,-33.86,18.98,POINT (18.98 -33.86)
401031,-33.67,18.97,POINT (18.97 -33.67)
401032,-33.31,19.1,POINT (19.1 -33.31)
401033,-33.65,18.96,POINT (18.96 -33.65)
401034,-23.87,30.27,POINT (30.27 -23.87)
401037,-27.53,32.25,POINT (32.25 -27.53)
401038,-31.78,28.26,POINT (28.26 -31.78)
401039,-31.56,28.76,POINT (28.76 -31.56)
401040,-31.11,29.38,POINT (29.38 -31.11)
401041,-32.32,28.67,POINT (28.67 -32.32)
401042,-32.1,28.3,POINT (28.3 -32.1)
401043,-32.5,28.49,POINT (28.49 -32.5)
401044,-31.81,27.05,POINT (27.05 -31.81)
401045,-26.06,27.69,POINT (27.69 -26.06)
401048,-26.09,27.71,POINT (27.71 -26.09)
401049,-26.09,27.72,POINT (27.72 -26.09)
401050,-26.1,27.72,POINT (27.72 -26.1)
401051,-26.1,27.72,POINT (27.72 -26.1)
401052,-32.17,27.37,POINT (27.37 -32.17)
401061,-27.89,29.88,POINT (29.88 -27.89)
401062,-27.89,29.87,POINT (29.87 -27.89)
401066,-28.13,30.38,POINT (30.38 -28.13)
401067,-28.15,30.38,POINT (30.38 -28.15)
401072,-28.35,30.01,POINT (30.01 -28.35)
401075,-28.09,30.31,POINT (30.31 -28.09)
401076,-28.36,30.01,POINT (30.01 -28.36)
401077,-25.49,31.17,POINT (31.17 -25.49)
401078,-25.43,31.97,POINT (31.97 -25.43)
401079,-25.67,31.52,POINT (31.52 -25.67)
401080,-25.61,31.86,POINT (31.86 -25.61)
401081,-25.66,31.83,POINT (31.83 -25.66)
401082,-25.64,30.35,POINT (30.35 -25.64)
401083,-33.66,18.97,POINT (18.97 -33.66)
401084,-27.65,32.4,POINT (32.4 -27.65)
401085,-25.44,31.95,POINT (31.95 -25.44)
401086,-27.52,32.32,POINT (32.32 -27.52)
401089,-29.64,30.31,POINT (30.31 -29.64)
401090,-29.64,30.34,POINT (30.34 -29.64)
401091,-29.62,30.37,POINT (30.37 -29.62)
401092,-29.58,30.41,POINT (30.41 -29.58)
401093,-29.37,29.63,POINT (29.63 -29.37)
401094,-26.06,27.72,POINT (27.72 -26.06)
401095,-31.63,28.83,POINT (28.83 -31.63)
401097,-22.89,30.49,POINT (30.49 -22.89)
401098,-22.9,30.53,POINT (30.53 -22.9)
401101,-26.99,26.61,POINT (26.61 -26.99)
401102,-26.91,26.81,POINT (26.81 -26.91)
401103,-27.01,26.69,POINT (26.69 -27.01)
401104,-23.83,31.63,POINT (31.63 -23.83)
401105,-29.36,31.3,POINT (31.3 -29.36)
401106,-26.91,27.42,POINT (27.42 -26.91)
401109,-25.65,27.78,POINT (27.78 -25.65)
401110,-32.56,27.48,POINT (27.48 -32.56)
401111,-31.55,28.73,POINT (28.73 -31.55)
401112,-23.0,30.47,POINT (30.47 -23)
401113,-23.0,30.47,POINT (30.47 -23)
401114,-29.2,26.79,POINT (26.79 -29.2)
401115,-23.82,30.21,POINT (30.21 -23.82)
401117,-25.57,29.12,POINT (29.12 -25.57)
401118,-29.39,25.0,POINT (25 -29.39)
401119,-32.58,27.46,POINT (27.46 -32.58)
401120,-32.58,27.43,POINT (27.43 -32.58)
401121,-32.59,27.42,POINT (27.42 -32.59)
401122,-32.56,27.43,POINT (27.43 -32.56)
401123,-32.59,27.45,POINT (27.45 -32.59)
401124,-24.31,30.85,POINT (30.85 -24.31)
401125,-28.65,29.04,POINT (29.04 -28.65)
401126,-28.66,29.02,POINT (29.02 -28.66)
401127,-28.56,29.77,POINT (29.77 -28.56)
401128,-28.57,29.8,POINT (29.8 -28.57)
401129,-28.68,28.95,POINT (28.95 -28.68)
401130,-28.68,28.97,POINT (28.97 -28.68)
401131,-28.72,29.35,POINT (29.35 -28.72)
401132,-28.72,29.35,POINT (29.35 -28.72)
401133,-28.73,29.82,POINT (29.82 -28.73)
401134,-28.73,29.84,POINT (29.84 -28.73)
401135,-28.62,29.12,POINT (29.12 -28.62)
401136,-28.64,29.16,POINT (29.16 -28.64)
401137,-31.65,28.3,POINT (28.3 -31.65)
401138,-31.59,29.51,POINT (29.51 -31.59)
401139,-30.4,29.05,POINT (29.05 -30.4)
401140,-28.2,29.95,POINT (29.95 -28.2)
401143,-27.76,30.92,POINT (30.92 -27.76)
401144,-27.76,30.91,POINT (30.91 -27.76)
401145,-27.91,30.91,POINT (30.91 -27.91)
401146,-27.78,30.97,POINT (30.97 -27.78)
401148,-27.07,26.75,POINT (26.75 -27.07)
401157,-26.08,28.1,POINT (28.1 -26.08)
401158,-25.94,27.95,POINT (27.95 -25.94)
401159,-26.13,28.68,POINT (28.68 -26.13)
401160,-25.68,28.41,POINT (28.41 -25.68)
401161,-26.1,28.69,POINT (28.69 -26.1)
401171,-27.74,30.2,POINT (30.2 -27.74)
401172,-28.73,31.98,POINT (31.98 -28.73)
401173,-27.8,30.25,POINT (30.25 -27.8)
401174,-28.34,29.96,POINT (29.96 -28.34)
401175,-28.94,29.2,POINT (29.2 -28.94)
401176,-27.38,31.66,POINT (31.66 -27.38)
401177,-27.39,31.63,POINT (31.63 -27.39)
401178,-28.94,29.21,POINT (29.21 -28.94)
401179,-27.35,31.61,POINT (31.61 -27.35)
401180,-27.34,31.63,POINT (31.63 -27.34)
401181,-27.41,31.65,POINT (31.65 -27.41)
401182,-27.88,29.97,POINT (29.97 -27.88)
401183,-27.92,29.96,POINT (29.96 -27.92)
401184,-27.89,29.97,POINT (29.97 -27.89)
401185,-27.88,29.97,POINT (29.97 -27.88)
401188,-25.38,29.83,POINT (29.83 -25.38)
401189,-24.66,30.33,POINT (30.33 -24.66)
401191,-24.89,30.01,POINT (30.01 -24.89)
401192,-27.76,30.01,POINT (30.01 -27.76)
401193,-27.79,29.98,POINT (29.98 -27.79)
401197,-27.69,31.05,POINT (31.05 -27.69)
401198,-27.69,31.04,POINT (31.04 -27.69)
401206,-27.79,30.79,POINT (30.79 -27.79)
401207,-27.74,30.82,POINT (30.82 -27.74)
401208,-27.76,30.84,POINT (30.84 -27.76)
401209,-27.8,30.82,POINT (30.82 -27.8)
401210,-27.93,30.95,POINT (30.95 -27.93)
401211,-27.94,30.96,POINT (30.96 -27.94)
401214,-27.86,30.92,POINT (30.92 -27.86)
401220,-27.18,30.29,POINT (30.29 -27.18)
401225,-27.14,30.44,POINT (30.44 -27.14)
401226,-26.54,29.09,POINT (29.09 -26.54)
401227,-29.2,30.0,POINT (30 -29.2)
401228,-28.8,29.53,POINT (29.53 -28.8)
401229,-28.81,29.53,POINT (29.53 -28.81)
401230,-28.1,24.84,POINT (24.84 -28.1)
401231,-28.54,24.54,POINT (24.54 -28.54)
401232,-28.41,24.29,POINT (24.29 -28.41)
401233,-32.0,28.58,POINT (28.58 -32)
401234,-28.0,30.38,POINT (30.38 -28)
401235,-31.79,28.33,POINT (28.33 -31.79)
401236,-30.77,29.03,POINT (29.03 -30.77)
401237,-31.85,28.39,POINT (28.39 -31.85)
401238,-27.72,30.08,POINT (30.08 -27.72)
401239,-27.72,30.08,POINT (30.08 -27.72)
401240,-32.89,27.44,POINT (27.44 -32.89)
401241,-32.85,27.45,POINT (27.45 -32.85)
401242,-26.42,28.09,POINT (28.09 -26.42)
401243,-27.72,30.02,POINT (30.02 -27.72)
401244,-31.56,26.56,POINT (26.56 -31.56)
401245,-22.33,31.14,POINT (31.14 -22.33)
401246,-33.59,22.19,POINT (22.19 -33.59)
401248,-33.95,22.07,POINT (22.07 -33.95)
401249,-27.06,30.8,POINT (30.8 -27.06)
401250,-27.06,30.79,POINT (30.79 -27.06)
401251,-27.06,30.79,POINT (30.79 -27.06)
401252,-28.34,30.53,POINT (30.53 -28.34)
401255,-27.01,30.8,POINT (30.8 -27.01)
401261,-26.27,27.83,POINT (27.83 -26.27)
401262,-26.97,30.45,POINT (30.45 -26.97)
401263,-26.99,30.41,POINT (30.41 -26.99)
401264,-27.14,30.44,POINT (30.44 -27.14)
401267,-27.58,29.87,POINT (29.87 -27.58)
401268,-27.58,29.87,POINT (29.87 -27.58)
401269,-27.59,29.92,POINT (29.92 -27.59)
401270,-27.57,29.92,POINT (29.92 -27.57)
401272,-33.94,18.84,POINT (18.84 -33.94)
401273,-33.98,18.78,POINT (18.78 -33.98)
401274,-33.94,18.85,POINT (18.85 -33.94)
401275,-28.54,24.53,POINT (24.53 -28.54)
401276,-25.23,29.19,POINT (29.19 -25.23)
401277,-25.08,29.42,POINT (29.42 -25.08)
401278,-25.36,29.39,POINT (29.39 -25.36)
401279,-26.32,27.95,POINT (27.95 -26.32)
401280,-25.11,31.91,POINT (31.91 -25.11)
401281,-25.3,31.97,POINT (31.97 -25.3)
401282,-25.25,31.85,POINT (31.85 -25.25)
401283,-24.99,29.34,POINT (29.34 -24.99)
401284,-24.97,29.36,POINT (29.36 -24.97)
401285,-25.18,30.02,POINT (30.02 -25.18)
401286,-24.96,29.94,POINT (29.94 -24.96)
401287,-24.95,29.95,POINT (29.95 -24.95)
401298,-33.9,18.47,POINT (18.47 -33.9)
401299,-33.9,18.47,POINT (18.47 -33.9)
401300,-28.69,28.23,POINT (28.23 -28.69)
401301,-22.43,31.07,POINT (31.07 -22.43)
401302,-27.65,25.59,POINT (25.59 -27.65)
401303,-33.72,18.61,POINT (18.61 -33.72)
401304,-29.64,30.68,POINT (30.68 -29.64)
401305,-32.89,27.77,POINT (27.77 -32.89)
401306,-26.08,28.1,POINT (28.1 -26.08)
401307,-33.39,26.7,POINT (26.7 -33.39)
401308,-25.86,27.93,POINT (27.93 -25.86)
401310,-27.1,26.52,POINT (26.52 -27.1)
401311,-26.93,26.85,POINT (26.85 -26.93)
401312,-25.38,28.31,POINT (28.31 -25.38)
401313,-25.81,27.9,POINT (27.9 -25.81)
401314,-25.77,27.76,POINT (27.76 -25.77)
401315,-25.79,27.98,POINT (27.98 -25.79)
401316,-25.4,27.57,POINT (27.57 -25.4)
401317,-25.12,27.62,POINT (27.62 -25.12)
401318,-25.95,27.96,POINT (27.96 -25.95)
401319,-26.15,27.59,POINT (27.59 -26.15)
401320,-25.66,28.35,POINT (28.35 -25.66)
401321,-25.65,28.31,POINT (28.31 -25.65)
401322,-25.64,28.39,POINT (28.39 -25.64)
401323,-25.6,28.37,POINT (28.37 -25.6)
401324,-25.63,27.02,POINT (27.02 -25.63)
401325,-25.82,27.77,POINT (27.77 -25.82)
401326,-25.72,26.88,POINT (26.88 -25.72)
401327,-25.73,27.21,POINT (27.21 -25.73)
401328,-26.03,28.11,POINT (28.11 -26.03)
401329,-25.89,27.93,POINT (27.93 -25.89)
401330,-25.89,27.91,POINT (27.91 -25.89)
401331,-26.06,27.97,POINT (27.97 -26.06)
401332,-25.57,27.75,POINT (27.75 -25.57)
401333,-25.97,27.83,POINT (27.83 -25.97)
401334,-25.99,27.84,POINT (27.84 -25.99)
401335,-26.03,27.84,POINT (27.84 -26.03)
401336,-25.8,27.47,POINT (27.47 -25.8)
401337,-25.67,28.29,POINT (28.29 -25.67)
401338,-25.69,28.29,POINT (28.29 -25.69)
401340,-25.73,28.16,POINT (28.16 -25.73)
401341,-25.74,27.9,POINT (27.9 -25.74)
401342,-25.2,27.55,POINT (27.55 -25.2)
401343,-25.06,27.52,POINT (27.52 -25.06)
401344,-25.46,28.26,POINT (28.26 -25.46)
401345,-25.76,28.22,POINT (28.22 -25.76)
401346,-25.7,28.19,POINT (28.19 -25.7)
401347,-25.72,27.85,POINT (27.85 -25.72)
401348,-25.88,28.3,POINT (28.3 -25.88)
401349,-25.54,27.35,POINT (27.35 -25.54)
401350,-25.61,28.37,POINT (28.37 -25.61)
401351,-25.69,26.9,POINT (26.9 -25.69)
401352,-25.13,27.81,POINT (27.81 -25.13)
401353,-25.65,26.69,POINT (26.69 -25.65)
401354,-25.3,27.47,POINT (27.47 -25.3)
401355,-24.69,27.4,POINT (27.4 -24.69)
401356,-25.67,28.4,POINT (28.4 -25.67)
401357,-25.69,28.35,POINT (28.35 -25.69)
401358,-24.72,26.41,POINT (26.41 -24.72)
401359,-24.28,28.09,POINT (28.09 -24.28)
401360,-24.15,27.47,POINT (27.47 -24.15)
401361,-24.08,27.77,POINT (27.77 -24.08)
401362,-23.76,27.9,POINT (27.9 -23.76)
401363,-24.21,27.97,POINT (27.97 -24.21)
401364,-23.59,27.74,POINT (27.74 -23.59)
401365,-23.98,28.4,POINT (28.4 -23.98)
401366,-22.93,28.0,POINT (28 -22.93)
401367,-24.69,28.4,POINT (28.4 -24.69)
401368,-24.57,28.64,POINT (28.64 -24.57)
401369,-24.76,28.34,POINT (28.34 -24.76)
401370,-24.66,28.47,POINT (28.47 -24.66)
401371,-24.77,28.34,POINT (28.34 -24.77)
401372,-24.66,28.45,POINT (28.45 -24.66)
401373,-23.88,29.43,POINT (29.43 -23.88)
401374,-22.22,29.99,POINT (29.99 -22.22)
401375,-22.72,30.09,POINT (30.09 -22.72)
401376,-22.63,30.4,POINT (30.4 -22.63)
401377,-22.63,30.4,POINT (30.4 -22.63)
401378,-22.94,30.16,POINT (30.16 -22.94)
401379,-23.11,30.38,POINT (30.38 -23.11)
401380,-22.89,30.52,POINT (30.52 -22.89)
401381,-23.05,30.24,POINT (30.24 -23.05)
401382,-22.63,30.95,POINT (30.95 -22.63)
401383,-22.42,31.21,POINT (31.21 -22.42)
401384,-22.76,30.88,POINT (30.88 -22.76)
401385,-22.94,30.35,POINT (30.35 -22.94)
401386,-25.81,29.33,POINT (29.33 -25.81)
401387,-25.67,29.17,POINT (29.17 -25.67)
401388,-26.0,29.25,POINT (29.25 -26)
401389,-26.35,29.21,POINT (29.21 -26.35)
401390,-25.89,29.3,POINT (29.3 -25.89)
401391,-25.8,29.58,POINT (29.58 -25.8)
401392,-25.77,29.54,POINT (29.54 -25.77)
401393,-26.3,29.27,POINT (29.27 -26.3)
401394,-26.21,29.45,POINT (29.45 -26.21)
401395,-25.93,29.25,POINT (29.25 -25.93)
401396,-26.1,29.33,POINT (29.33 -26.1)
401397,-26.13,29.27,POINT (29.27 -26.13)
401398,-26.49,29.24,POINT (29.24 -26.49)
401399,-25.82,29.2,POINT (29.2 -25.82)
401400,-25.79,28.73,POINT (28.73 -25.79)
401401,-25.92,28.58,POINT (28.58 -25.92)
401402,-25.96,28.55,POINT (28.55 -25.96)
401403,-25.99,28.66,POINT (28.66 -25.99)
401404,-26.07,28.56,POINT (28.56 -26.07)
401405,-25.82,28.88,POINT (28.88 -25.82)
401406,-24.91,29.38,POINT (29.38 -24.91)
401407,-25.26,29.18,POINT (29.18 -25.26)
401408,-25.41,29.35,POINT (29.35 -25.41)
401409,-24.92,29.32,POINT (29.32 -24.92)
401410,-25.02,29.85,POINT (29.85 -25.02)
401411,-25.03,30.21,POINT (30.21 -25.03)
401413,-24.91,30.1,POINT (30.1 -24.91)
401414,-25.07,30.43,POINT (30.43 -25.07)
401415,-24.55,30.37,POINT (30.37 -24.55)
401416,-25.27,29.94,POINT (29.94 -25.27)
401417,-25.22,29.95,POINT (29.95 -25.22)
401418,-25.1,29.87,POINT (29.87 -25.1)
401419,-24.95,30.26,POINT (30.26 -24.95)
401420,-24.26,29.8,POINT (29.8 -24.26)
401421,-24.77,29.42,POINT (29.42 -24.77)
401422,-24.67,30.8,POINT (30.8 -24.67)
401423,-24.68,30.81,POINT (30.81 -24.68)
401424,-24.45,30.82,POINT (30.82 -24.45)
401425,-24.92,30.54,POINT (30.54 -24.92)
401426,-24.93,30.61,POINT (30.61 -24.93)
401427,-24.52,30.79,POINT (30.79 -24.52)
